isin,symbol,company_name,series,bse_code,bse_sector,bse_industry,bse_industry_new,bse_i_group,bse_i_sub_group,classification_status,classification_source,failure_reason,attempted_at_utc,attempt_count
INE242C01024,ANANTRAJ,Anant Raj Limited,EQ,515055,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE435A01051,ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,502330,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE715B01021,ANDHRSUGAR,The Andhra Sugars Limited,EQ,590062,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE449C01025,ANDREWYU,Andrew Yule & Company Limited,EQ,526173,Fast Moving Consumer Goods,Tea & Coffee,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,CLASSIFIED,,,,0
INE732I01021,ANGELONE,Angel One Limited,EQ,543235,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE087B01017,ANIKINDS,Anik Industries Limited,EQ,519383,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE106I01010,ANKITMETAL,Ankit Metal & Power Limited,BZ,532870,Commodities,Iron & Steel,Metals & Mining,Ferrous Metals,Iron & Steel,CLASSIFIED,,,,0
INE02AR01019,ANMOL,Anmol India Limited,EQ,542437,Energy,Trading Coal,"Oil, Gas & Consumable Fuels",Consumable Fuels,Trading Coal,CLASSIFIED,,,,0
INE0MGM01017,ANNAPURNA,Annapurna Swadisht Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE436A01026,ANSALAPI,Ansal Properties & Infrastructure Limited,BZ,500013,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE030C01015,ANSALBU,Ansal Buildwell Limited,EQ,523007,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE818A01017,ANTELOPUS,Antelopus Selan Energy Limited,EQ,530075,Energy,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,CLASSIFIED,,,,0
INE414B01021,ANTGRAPHIC,Antarctica Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE0CZ201020,ANTHEM,Anthem Biosciences Limited,EQ,544449,Healthcare,Biotechnology,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,CLASSIFIED,,,,0
INE489G01022,ANUHPHR,Anuh Pharma Limited,EQ,506260,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE294Z01018,ANUP,The Anup Engineering Limited,EQ,542460,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE930P01018,ANURAS,Anupam Rasayan India Limited,EQ,543275,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE372A01015,APARINDS,Apar Industries Limited,EQ,532259,Industrials,Other Electrical Equipment,Capital Goods,Electrical Equipment,Other Electrical Equipment,CLASSIFIED,,,,0
INE071F01012,APCL,Anjani Portland Cement Limited,EQ,518091,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE116A01032,APCOTEXIND,Apcotex Industries Limited,EQ,523694,Industrials,Rubber,Capital Goods,Industrial Products,Rubber,CLASSIFIED,,,,0
INE346W01013,APEX,Apex Frozen Foods Limited,EQ,540692,Fast Moving Consumer Goods,Seafood,Fast Moving Consumer Goods,Food Products,Seafood,CLASSIFIED,,,,0
INE702C01027,APLAPOLLO,APL Apollo Tubes Limited,EQ,533758,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE901L01018,APLLTD,Alembic Pharmaceuticals Limited,EQ,533573,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE713T01028,APOLLO,Apollo Micro Systems Limited,EQ,540879,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE437A01024,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,508869,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
INE126J01016,APOLLOPIPE,Apollo Pipes Limited,EQ,531761,Industrials,Plastic Products - Industrial,Capital Goods,Industrial Products,Plastic Products - Industrial,CLASSIFIED,,,,0
INE438A01022,APOLLOTYRE,Apollo Tyres Limited,EQ,500877,Consumer Discretionary,Tyres & Rubber Products,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,CLASSIFIED,,,,0
INE451F01024,APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE217S01014,APOORVA,Apoorva Leasing Finance and Investment Company Limited,EQ,539545,Financial Services,Other Financial Services,Financial Services,Finance,Other Financial Services,CLASSIFIED,,,,0
INE266F01018,APTECHT,Aptech Limited,BE,532475,Consumer Discretionary,Education,Consumer Services,Other Consumer Services,Education,CLASSIFIED,,,,0
INE852O01025,APTUS,Aptus Value Housing Finance India Limited,EQ,543335,Financial Services,Housing Finance Company,Financial Services,Finance,Housing Finance Company,CLASSIFIED,,,,0
INE416A01051,AQYLON,Aqylon Nexus Limited,EQ,530943,Consumer Discretionary,TV Broadcasting & Software Production,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,CLASSIFIED,,,,0
INE877I01016,ARCHIDPLY,Archidply Industries Limited,EQ,532994,Consumer Discretionary,Plywood Boards/ Laminates,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,CLASSIFIED,,,,0
INE731A01020,ARCHIES,Archies Limited,EQ,532212,Consumer Discretionary,Leisure Products,Consumer Durables,Consumer Durables,Leisure Products,CLASSIFIED,,,,0
INE372M01010,ARCL,ARCL Organics Limited,EQ,543993,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE0XNF01022,ARDEE,Ardee Industries Limited,EQ,544860,Commodities,Diversified Metals,Metals & Mining,Diversified Metals,Diversified Metals,CLASSIFIED,,,,0
INE885A01032,ARE&M,Amara Raja Energy & Mobility Limited,EQ,500008,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE610C01014,ARENTERP,Rajdarshan Industries Limited,EQ,526662,Commodities,Trading - Minerals,Metals & Mining,Metals & Minerals Trading,Trading - Minerals,CLASSIFIED,,,,0
INE784R01023,ARFIN,Arfin India Limited,EQ,539151,Commodities,Aluminium,Metals & Mining,Non - Ferrous Metals,Aluminium,CLASSIFIED,,,,0
INE298I01015,ARIES,Aries Agro Limited,EQ,532935,Commodities,Fertilizers,Chemicals,Fertilizers & Agrochemicals,Fertilizers,CLASSIFIED,,,,0
INE413D01011,ARIHANT,Arihant Foundations & Housing Limited,EQ,531381,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE420B01036,ARIHANTCAP,Arihant Capital Markets Limited,EQ,511605,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE643K01018,ARIHANTSUP,Arihant Superstructures Limited,EQ,506194,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE0H9P01028,ARIS,Arisinfra Solutions Limited,EQ,544419,Commodities,Other Construction Materials,Construction Materials,Other Construction Materials,Other Construction Materials,CLASSIFIED,,,,0
INE0QRL01017,ARKADE,Arkade Developers Limited,EQ,544261,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE109C01017,ARMANFIN,Arman Financial Services Limited,EQ,531179,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE210C01013,AROGRANITE,Aro Granite Industries Limited,EQ,513729,Consumer Discretionary,Granites & Marbles,Consumer Durables,Consumer Durables,Granites & Marbles,CLASSIFIED,,,,0
INE570D01018,ARROWGREEN,Arrow Greentech Limited,BE,516064,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE968D01022,ARSHIYA,Arshiya Limited,BZ,506074,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE549H01021,ARSSBL,Anand Rathi Share and Stock Brokers Limited,EQ,544530,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE025R01021,ARTEMISMED,Artemis Medicare Services Limited,EQ,542919,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
INE738V01013,ARTNIRMAN,Art Nirman Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE006Z01016,ARVEE,Arvee Laboratories (India) Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE034A01011,ARVIND,Arvind Limited,EQ,500101,Consumer Discretionary,Garments & Apparels,Textiles,Textiles & Apparels,Garments & Apparels,CLASSIFIED,,,,0
INE955V01021,ARVINDFASN,Arvind Fashions Limited,EQ,542484,Consumer Discretionary,Speciality Retail,Consumer Services,Retailing,Speciality Retail,CLASSIFIED,,,,0
INE034S01021,ARVSMART,Arvind SmartSpaces Limited,EQ,539301,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE032E01017,ARYAMAN,Aryaman Financial Services Limited,EQ,530245,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE439A01020,ASAHIINDIA,Asahi India Glass Limited,EQ,515030,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE228I01012,ASAHISONG,Asahi Songwon Colors Limited,BE,532853,Commodities,Dyes And Pigments,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,CLASSIFIED,,,,0
INE900C01027,ASAL,Automotive Stampings and Assemblies Limited,EQ,520119,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE073G01016,ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,507526,Fast Moving Consumer Goods,Breweries & Distilleries,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,CLASSIFIED,,,,0
INE348A01023,ASHAPURMIN,Ashapura Minechem Limited,EQ,527001,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE365D01021,ASHIANA,Ashiana Housing Limited,EQ,523716,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE094B01013,ASHIKAG,Ashika Global Securities Limited,BE,543766,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE440A01010,ASHIMASYN,Ashima Limited,EQ,514286,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE442H01029,ASHOKA,Ashoka Buildcon Limited,EQ,533271,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE760Y01011,ASHOKAMET,Ashoka Metcast Limited,EQ,540923,Commodities,Trading - Metals,Metals & Mining,Metals & Minerals Trading,Trading - Metals,CLASSIFIED,,,,0
INE208A01029,ASHOKLEY,Ashok Leyland Limited,EQ,500477,Industrials,Commercial Vehicles,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,CLASSIFIED,,,,0
INE276G01015,ASIANENE,Asian Energy Services Limited,EQ,530355,Energy,Oil Equipment & Services,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services,CLASSIFIED,,,,0
INE363A01022,ASIANHOTNR,Asian Hotels (North) Limited,EQ,500023,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE021A01026,ASIANPAINT,Asian Paints Limited,EQ,500820,Consumer Discretionary,Paints,Consumer Durables,Consumer Durables,Paints,CLASSIFIED,,,,0
INE022I01019,ASIANTILES,Asian Granito India Limited,EQ,532888,Consumer Discretionary,Ceramics,Consumer Durables,Consumer Durables,Ceramics,CLASSIFIED,,,,0
INE822B01017,ASIANTNE,Asian Tea & Exports Limited,EQ,519532,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE491J01022,ASKAUTOLTD,ASK Automotive Limited,EQ,544022,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE855F01042,ASMS,Avio Smart Market Stack Limited,BE,532694,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE991I01015,ASPINWALL,Aspinwall and Company Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE165G01010,ASSAMENT,Assam Entrade Limited,EQ,542911,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE194D01017,ASTAR,Asian Star Company Limited,EQ,531847,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE563J01010,ASTEC,Astec LifeSciences Limited,EQ,533138,Commodities,Pesticides & Agrochemicals,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,CLASSIFIED,,,,0
INE914M01019,ASTERDM,Aster DM Quality Care Limited,EQ,540975,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
INE006I01046,ASTRAL,Astral Limited,EQ,532830,Industrials,Plastic Products - Industrial,Capital Goods,Industrial Products,Plastic Products - Industrial,CLASSIFIED,,,,0
INE386C01029,ASTRAMICRO,Astra Microwave Products Limited,EQ,532493,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE203A01020,ASTRAZEN,AstraZeneca Pharma India Limited,EQ,506820,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE646X01014,ASTRON,Astron Paper & Board Mill Limited,BZ,540824,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE0ALR01029,ATALREAL,Atal Realtech Limited,EQ,543911,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE09KD01013,ATAM,Atam Valves Limited,EQ,543236,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE399L01023,ATGL,Adani Total Gas Limited,EQ,542066,Energy,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,CLASSIFIED,,,,0
INE0LEZ01016,ATHERENERG,Ather Energy Limited,EQ,544397,Consumer Discretionary,2/3 Wheelers,Automobile and Auto Components,Automobiles,2/3 Wheelers,CLASSIFIED,,,,0
INE0NN701020,ATL,Allcargo Terminals Limited,EQ,543954,Services,Port & Port services,Services,Transport Infrastructure,Port & Port services,CLASSIFIED,,,,0
INE285H01022,ATLANTAA,ATLANTAA LIMITED,EQ,532759,Services,"Road Assets–Toll, Annuity, Hybrid-Annuity",Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",CLASSIFIED,,,,0
INE0Z4F01028,ATLANTAELE,Atlanta Electricals Limited,EQ,544527,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE446A01025,ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ,505029,Consumer Discretionary,Cycles,Consumer Durables,Consumer Durables,Cycles,CLASSIFIED,,,,0
INE100A01010,ATUL,Atul Limited,EQ,500027,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE951D01028,ATULAUTO,Atul Auto Limited,EQ,531795,Industrials,Commercial Vehicles,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,CLASSIFIED,,,,0
INE949L01017,AUBANK,AU Small Finance Bank Limited,EQ,540611,Financial Services,Other Bank,Financial Services,Banks,Other Bank,CLASSIFIED,,,,0
INE132H01018,AURIONPRO,Aurionpro Solutions Limited,EQ,532668,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE406A01037,AUROPHARMA,Aurobindo Pharma Limited,EQ,524804,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE898S01029,AURUM,Aurum PropTech Limited,EQ,539289,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE142K01011,AURUS,AURUS GEM CORPORATION LIMITED,EQ,534532,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE218C01016,AUSOMENT,Ausom Enterprise Limited,EQ,509009,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE759F01012,AUSTENG,Austin Engineering Company  Limited,EQ,522005,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE449A01011,AUTOAXLES,Automotive Axles Limited,EQ,505010,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE718H01014,AUTOIND,Autoline Industries Limited,BE,532797,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE349W01017,AVADHSUGAR,Avadh Sugar & Energy Limited,EQ,540649,Fast Moving Consumer Goods,Sugar,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,CLASSIFIED,,,,0
INE0LCL01028,AVALON,Avalon Technologies Limited,EQ,543896,Industrials,Other Electrical Equipment,Capital Goods,Electrical Equipment,Other Electrical Equipment,CLASSIFIED,,,,0
INE758A01072,AVANCE,Avance Technologies Limited,EQ,512149,Information Technology,Software Products,Information Technology,IT - Software,Software Products,CLASSIFIED,,,,0
INE005B01027,AVANTEL,Avantel Limited,EQ,532406,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE871C01038,AVANTIFEED,Avanti Feeds Limited,EQ,512573,Fast Moving Consumer Goods,Animal Feed,Fast Moving Consumer Goods,Food Products,Animal Feed,CLASSIFIED,,,,0
INE680Z01018,AVG,AVG Logistics Limited,BE,543910,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE679V01027,AVL,Aditya Vision Limited,EQ,540205,Consumer Discretionary,Speciality Retail,Consumer Services,Retailing,Speciality Retail,CLASSIFIED,,,,0
INE323B01024,AVONMORE,Avonmore Capital & Management Services Limited,EQ,511589,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE652Z01025,AVROIND,AVRO INDIA LIMITED,EQ,543512,Consumer Discretionary,Plastic Products - Consumer,Consumer Durables,Consumer Durables,Plastic Products - Consumer,CLASSIFIED,,,,0
INE488D01021,AVTNPL,AVT Natural Products Limited,EQ,519105,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE108V01019,AWFIS,Awfis Space Solutions Limited,EQ,544181,Services,Diversified Commercial Services,Services,Commercial Services & Supplies,Diversified Commercial Services,CLASSIFIED,,,,0
INE01BK01022,AWHCL,Antony Waste Handling Cell Limited,EQ,543254,Utilities,Waste Management,Utilities,Other Utilities,Waste Management,CLASSIFIED,,,,0
INE699H01024,AWL,AWL Agri Business Limited,EQ,543458,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE238A01034,AXISBANK,Axis Bank Limited,EQ,532215,Financial Services,Private Sector Bank,Financial Services,Banks,Private Sector Bank,CLASSIFIED,,,,0
INE555B01013,AXISCADES,AXISCADES Technologies Limited,EQ,532395,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE02EZ01022,AXITA,Axita Cotton Limited,EQ,542285,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE767C01012,AXTEL,Axtel Industries Limited,EQ,523850,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE501X01029,AYE,Aye Finance Limited,EQ,544699,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE193B01039,AYMSYNTEX,AYM Syntex Limited,EQ,508933,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE02IJ01035,AZAD,Azad Engineering Limited,EQ,544061,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE566M01017,AZADIND,Azad India Mobility Limited,EQ,504731,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
